,Time,Topics,Articles,Names,Source
43,3/16/2022,China’s politics have wrecked its markets,"Accumulated political and diplomatic errors are trashing valuations at listed Chinese companies. Although officials belatedly snapped into action on Wednesday, having spent the last few years taking investors for granted, Beijing will struggle to reassure them now.While the war in Ukraine has derailed markets everywhere, China’s crash is particularly vicious and increasingly indiscriminate. Domestic benchmarks were the world’s worst-performing outside of Russia as of Tuesday’s close; mainland exchanges have trimmed over $2 trillion in market value since the beginning of the year, per Refinitiv data. The biggest companies tracked by the CPI300 are down a fifth, while the Hang Seng China Enterprises Index has retreated to 2008 levels. Domestic traders are even fleeing safe-haven industries the government backs, like defence.In New York, erstwhile tech favourite Alibaba (9988.HK), which once traded above $300 per share, is falling toward its IPO price of $68, as are many peers. The Golden Dragon Index tracking New York-listed Chinese firms is down around 40% year to date. Dark milestones are lurching into view. At the end of February, for example, the MSCI China Index reported a measly 1.5% annualised gross return since 1992.Register now for FREE unlimited access to Reuters.comRegisterThis is mostly self-inflicted. President Xi Jinping’s decision to get close to Russia’s Vladimir Putin may have encouraged the latter to attack Kyiv. Blowback could subject Chinese companies and banks to secondary sanctions, while skyrocketing energy and food prices will cut into demand for Chinese goods and services at home and abroad. On top of that, officials are rolling out draconian methods  read more  to get control of a resurgent Covid-19 outbreak. That will suppress domestic consumption too, and most listed Chinese companies focus on local markets.To diplomatic and viral headwinds add policy whimsy. The campaign to root out financial risk has degraded into rambling bureaucratic assaults. In 2021, for instance, the government converted the entire after-school tutoring sector, previously a popular trade, into a non-profit industry overnight  read more . The cybersecurity regulator inserted itself into the listings process. Paranoid nationalist politicians refused to accommodate U.S. accounting watchdogs’ reasonable concerns about fraud, increasing the risk that China Inc will soon be locked out of New York.Until Wednesday, the central government appeared blasé about the selloff. Then Vice Premier Liu He spoke up, promising favourable market policies and more caution with policy changes that might impact prices – he even said he’d try to cooperate with U.S. regulators. That’s exactly what investors want to hear, and China shares posted a huge pop. However, Liu, a financial reformer, doesn’t always speak for the entire government. Scarred investors will watch carefully for how he follows through.You're the worst: Shares in Chinese companies have crashed harder than most in 2022(This story has been updated throughout to reflect Vice Premier Liu He's speech.)Follow @petesweeneypro on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- China will roll out policy steps favourable for its capital markets while cautiously unveiling measures that risk hurting them, Vice Premier Liu He said on March 16. Onshore and offshore shares rallied sharply on the news.- China’s benchmark CSI300 index that tracks large companies listed on the Shanghai and Shenzhen stock exchanges fell 4.6% to 3,983.81 on March 15, the lowest since June 2020. In Hong Kong, the Hang Seng China Enterprises Index has fallen to levels not seen since 2008.- The Nasdaq Golden Dragon Index, which tracks U.S.-listed Chinese companies, is down nearly 40% year-to-date. The MSCI China Index is down nearly 30% over the same period.Register now for FREE unlimited access to Reuters.comRegisterEditing by Antony Currie and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.""","Alibaba, Liu, Vladimir Putin, Antony Currie, Onshore, Kyiv, Blowback, Xi Jinping",reuters
44,3/16/2022,China’s finance technocrats grab back the mic,"China’s financial regulators have stepped back up to the market microphone. With indexes plumbing historic lows, Vice Premier Liu He finally told investors  read more  what they wanted to hear: that Beijing is moving to rein in the endless crackdowns that have made life hell for shareholders in local listed companies. In reaction, Chinese equities logged an extraordinary relief rally on Wednesday; technology giants in New York and Hong Kong posted double-digit gains.The collapse of Chinese share values this year has been extreme; at Tuesday’s close the worst-performing major exchanges in the world after Russia were in China. The war in Ukraine is one factor, but more damage has been done by bureaucrats pushing social and security agendas at the expense of private companies, ranging from education to video games to streaming video. The central bank basically cancelled the peer-to-peer lending industry; the country’s cabinet forcibly converted after-school tutoring services to non-profits last year, apparently on worries education expenses were holding down the birth rate. Both had previously been investor favourites.Some agencies have encroached on ground once reserved for securities regulators. The Cyberspace Administration of China, for example, once focused on censoring content and fighting internet addiction, now gets to effectively veto some overseas listings  read more . Just days after Didi Global's (DIDI.N) New York debut, the regulator announced a cybersecurity review  read more  into the ride-hailing group and ordered its local apps to suspend new user registrations. The stock has since cratered nearly 90%. A similar probe at U.S.-listed job recruitment site Boss Zhipin cost the company 17 million users in four months, executives recently said.Register now for FREE unlimited access to Reuters.comRegisterInvestors were already worried about economic momentum, especially Beijing’s campaign to deleverage the real estate sector, which drives up to one-third of GDP. Yet the central government did little to assuage shareholder anxieties until Liu’s Wednesday speech, in which he not only promised to improve bureaucratic coordination and support markets, but also to work with U.S. regulators threatening to delist Chinese companies trading in New York.Liu is powerful but he faces factions who have little empathy for capitalists and are fanatically opposed to any cooperation with Americans. Some outrank him. “Coordinating” could be interpreted as “notifying”, not asking permission. The dramatic relief rally shows how much the market wants Liu to deliver. He’s got his work cut out.Follow @petesweeneypro and @mak_robyn on Twitter(The authors are Reuters Breakingviews columnists. The opinions expressed are their own.)CONTEXT NEWS- Stocks in China and Hong Kong rallied on March 16 after Vice Premier Liu He said Beijing will roll out more measures to boost the Chinese economy as well as favourable policy steps for capital markets. He made the comments in a meeting described in state media.- The benchmark CSI300 Index closed up 4%, while the Hang Seng Index surged 9%. The Hang Seng Tech Index gained 22%.Register now for FREE unlimited access to Reuters.comRegisterEditing Antony Currie and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.""","Antony Currie, Liu, Boss Zhipin",reuters
45,3/16/2022,Russia punches economic hole above its weight,"Russia’s sudden disappearance  read more  from global trade leaves a big economic hole. After being isolated for most of the Cold War, the country became a major commodities exporter. That’s why the loss of an economy smaller than the U.S. state of Texas is pushing up global prices for energy, metals and wheat.The Soviet Union wasn’t a major factor in international commerce. In 1985 global trade, mostly with Eastern Europe, accounted for just 4% of its gross national product. Trade made up about 17% of American GDP in the same year. Mismanagement and poor harvests led the Soviet Union to import grain for much of the 1970s and 80s.The arrival of Mikhail Gorbachev as the Soviet leader in 1985 opened the door to international markets. After the union collapsed in 1991, Russia broke into the world’s top 25 trading countries, accounting for about 1% of global exports, according to the United Nations Conference on Trade and Development. Its share peaked at nearly 3% but took a hit after President Vladimir Putin annexed Crimea in 2014.Register now for FREE unlimited access to Reuters.comRegisterAt first Russia’s biggest export destinations were Germany, the United States and Italy, which predominantly bought oil and gas. It wasn’t until 2002 that the country became a meaningful supplier of wheat for foreign markets, making up almost 6% of global exports, according to the Observatory of Economic Complexity.As agriculture became a smaller part of America’s economic output, Russia stepped in. In 1995, Uncle Sam was the top overseas seller of fertilizer with almost 17% of the market; Russia supplied about 10%. Eight years later, Russia took the lead. It became the top wheat exporter  read more  in 2016.By 2020, overseas trade made up 46% of Russia’s GDP, World Bank figures show. Oil and gas still provided more than half its exports, with metals accounting for 11%, chemicals about 8% and food products 7%.That is now rapidly drying up, in part due to sanctions; America and the United Kingdom have stopped buying Russian oil, for example. Meanwhile, buyers are shunning Russian goods due to fear of future restrictions as well as difficulties in making payments. Putin has also halted some outflows. Moscow last Thursday said it would ban certain exports of agricultural, automotive and medical products until the end of the year.Russia still has willing customers like China, already its biggest export destination, while India may buy the country’s oil and other goods at a discount, two officials told Reuters on Monday. Countries that accounted for at least 35% of Russia’s overseas markets have yet to impose sanctions or cut economic ties. Still, even some of those nations are finding it hard to transport goods through the Black Sea.Russia’s sudden pariah status has therefore sparked a global scramble for alternate supplies for everything from gas to nickel to fertilizer. For example, Russia is the second-biggest seller of sunflower seed oil. Heightened demand for alternatives has prompted Indonesia to restrict exports of palm oil, which is used in everything from margarine to chocolate.Other commodity producers have stepped up, capitalizing on a surge in prices. Bigger exports of wheat from the European Union, along with record crops in Australia and India, can help offset the loss from Russia and Ukraine, according to a March report by the U.S. Agriculture Department. Others are taking matters into their own hands  read more . The agriculture minister of Brazil, one of the top buyers of Russian fertilizer, visited Canada, the world’s third-largest exporter, this month to inquire about more potash supplies.More than a third of emerging markets have benefited from a 20% jump in export prices since the beginning of this year, according to a recent Oxford Economics report. Colombia has seen a more than 40% boost to its terms of trade because of an increase in demand for coal exports, including from Europe. Countries like Japan and Vietnam, traditionally big importers of Russian coal, will likely turn to Australia and Indonesia.But commodity exporters also have to factor in the higher cost of imports. The United Nations food price index was up more than 20% year-on-year in February, before Russia invaded. Colombia’s consumer price index already reached a record high in February. In the previous month, the country’s central bank increased its key interest rate from 3% to 4%, the biggest hike in almost 20 years. It’s just one example of how consumers around the world will take a disproportionate hit as Russia recedes from the international economy.Follow @GinaChon on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are her own.)CONTEXT NEWS- Russia said on March 10 that it would ban the exports of certain goods until the end of 2022. The sectors involved include telecommunications, agriculture, technology, automotive, medical and forestry. The Economy Ministry said it’s a logical response to international sanctions imposed on Russia.Register now for FREE unlimited access to Reuters.comRegisterEditing by Peter Thal Larsen and Sharon LamOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Peter Thal Larsen, Vladimir Putin, Uncle Sam, Putin, Mikhail Gorbachev, Crimea, Sharon LamOur",reuters
46,3/17/2022,China Inc walks tightest of ropes over Ukraine,"Chinese companies are at the pointy end of Beijing’s foreign policy. Those with overseas businesses are awkwardly falling behind their government’s position on Russia’s invasion of Ukraine. This war could accelerate the downgrade of Chinese Inc’s global ambitions.Washington is worried that President Xi Jinping’s refusal to condemn President Vladimir Putin\'s aggression means China will also undercut Western-led sanctions.  read more  China could buy more Russian energy, for one thing. It exported nearly $50 billion of goods to Russia in 2019, and now it has an opening to sell even more goods and services there as foreign consumer and technology brands sever ties.Some are already well-established, and therefore vulnerable. Technology giant Alibaba’s (9988.HK) joint venture in Russia holds about 10% of the country\'s e-commerce market and hopes to grow that to 20% by 2025. Xiaomi (1810.HK) had around a quarter of the local smartphone market before the war, per market intelligence firm IDC. Knowing that China supplies the majority of Russia’s semiconductors, U.S. Commerce Secretary Gina Raimondo in early March warned the White House could “essentially shut” Chinese chipmaker Semiconductor Manufacturing International Corp (0981.HK) if it steps over the line.Register now for FREE unlimited access to Reuters.comRegisterCompanies face the risk of backlash no matter what. Ride-hailing giant Didi Global (DIDI.N) reversed a decision to exit after Chinese social media users accused it of succumbing to U.S. pressure.  read more  On the other hand those dependent on Western markets – like laptop maker Lenovo (0992.HK) - risk being attacked from both sides. Two foreign executives left the UK board of telecom-equipment maker Huawei over its silence on Ukraine.Conundrums abound. Short video app TikTok, owned by China’s ByteDance, has cooperated with Russia’s new censorship laws instead of leaving. That will play poorly in the United States, a far more important market, where politicians are already worried about the app’s influence among young Americans; indeed the White House saw fit to brief TikTok influencers about Ukraine.The speed at which Russia is being deglobalised  read more  is making investors nervous that something similar might eventually happen in the People’s Republic if tensions between Washington and Beijing escalate. Not to mention if China attempts to forcibly reunify with Taiwan. As internationalised Chinese companies walk the tightrope over Ukraine, their global footprints look less like assets and more like liabilities.Follow @ywchen1 on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are her own.)CONTEXT NEWS- U.S. national security adviser Jake Sullivan raised concerns about China\'s alignment with Russia in a seven-hour meeting with Chinese diplomat Yang Jiechi in Rome, Reuters reported on March 14 citing two U.S. officials.- Washington told allies in NATO and several Asian countries that China had signalled its willingness to provide military and economic aid to Russia to support its war, the report added.- The United States could ""essentially shut"" down Semiconductor Manufacturing International Corp or any Chinese companies defying U.S. sanctions on Russia by cutting them off from American equipment and software they need to make their products, U.S. Commerce Secretary Gina Raimondo told the New York Times in an interview published on March 8.- TikTok said on March 6 it would suspend live-streaming and new content uploads for Russian users in light of Russia’s new “fake news” law, which threatened jail for those publishing what authorities consider to be false information about the country’s invasion of Ukraine.Register now for FREE unlimited access to Reuters.comRegisterEditing by Pete Sweeney and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Alibaba, Gina Raimondo, Yang Jiechi, Pete Sweeney, Vladimir Putin, Didi Global, Xi Jinping, Jake Sullivan, Xiaomi",reuters
47,3/17/2022,"Nickel gets nixed, French firms linger in Russia: podcast","The war in Ukraine is affecting far corners of global finance. In the Viewsroom podcast, Breakingviews columnists explain how the conflict helped bring nickel trading to a halt in London. And why oil giant Total and carmaker Renault are resisting the exodus by Western companies.Listen to the podcastFollow @peter_tl on Twitter(The host is a Reuters Breakingviews columnist. The opinions expressed are his own.)Register now for FREE unlimited access to Reuters.comRegisterEditing by Sharon LamOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.",Sharon LamOur,reuters
48,3/17/2022,Russia kicks default drama into future,"Russia seems to have blinked in the face of a bond market drama. After two weeks of toying with the idea of sending roubles rather than dollars to foreign creditors, Finance Minister Anton Siluanov said on Wednesday that $117 million had been sent to a U.S. correspondent bank for bond interest payments  read more . Some creditors had yet to receive the money they were owed on Thursday morning, but if Siluanov is right, default will have been avoided, at least for now.Risking default by paying the coupons in roubles would have been a political decision more than a financial one. While Western sanctions are crippling its economy, Russia can still access at least a third of the $630 billion in gold and foreign currencies it held before the war in Ukraine. And it is still getting revenue from the oil and gas it keeps selling to Europe and other clients like China. The country’s sovereign debt in dollars only amounts to some $39 billion.The game of chicken will depend on the outcome of the negotiations between Ukraine and Russia. Putin has reasons to want to avoid default. Not paying creditors would mean years of legal wrangling in foreign courts. It would also put an end to his attempts to diversify the economy by forcing Russia to rely even more on the revenue from oil and gas.Register now for FREE unlimited access to Reuters.comRegisterThe possibility of a compromise that might end hostilities seemed to emerge Wednesday. Moscow might hope that an accord will clear the way for a return to business as usual. This is unlikely to happen, but could at least put an end to debt brinkmanship.Avoiding default will, however, become more complicated on May 25, when a temporary reprieve allowing U.S. foreign creditor banks to receive dollar payments from Russia will expire. Moscow will then be able to play the game that Siluanov hinted at this week when he said he didn’t know whether the interest payments would reach their intended recipients.By then, Russia’s economic situation will have deteriorated further. And both Moscow and the sanctioning powers will have had ample time to reflect on all the possible repercussions of a default.Follow @pirrebri on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- Russian Finance Minister Anton Siluanov said on March 16 that Moscow had sent an order to a U.S. correspondent bank for the payment of $117 million in coupons on two dollar-denominated Eurobonds, and that it was up to the United States to decide whether the recipients would be allowed to receive the money.- “We have the money, we have made the payment, now the ball is in the court, primarily, of the American authorities,"" Siluanov said.- A U.S. Treasury spokesperson confirmed on March 16 that Russian creditors were not banned from receiving dollar payments from Moscow until May 25.- Russia has some $39 billion worth of sovereign foreign debt, and the government had recently evoked the possibility of repaying what it owed in roubles.Register now for FREE unlimited access to Reuters.comRegisterEditing by Swaha Pattanaik and Oliver TaslicOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Anton Siluanov, Siluanov, Putin, Swaha Pattanaik",reuters
49,3/18/2022,"M&A bankers, like cockroaches, survive everything","Two years can seem like a long time. When Wall Street’s finest merger bankers and lawyers last convened in New Orleans for the Tulane Corporate Law Institute conference in March 2020, it was less than a week before cities across the United States first shut down to keep Covid-19 at bay. Stocks were plunging, but that didn’t stop advisers from clinking shared shrimp bowls while Centerview Partners founder Blair Effron touted the merits of special-purpose acquisition companies.Two record years of deal activity later, the conference is hopping again, this time against the backdrop of war in Europe.There are reasons to be glum. The S&P 500 Index is down 10% so far this year, and chief executives’ confidence, an important driver of deals, is down significantly from its record high in 2021, according to The Conference Board. American merger watchdogs are looking for reasons to block transactions. And at least one deal engine has come to a screeching halt: Just nine blank-check firms bought companies in February, compared to more than 40 in the same month last year.Register now for FREE unlimited access to Reuters.comRegisterThat’s not to mention the conflict in Ukraine which, aside from shocking the complacency out of many market players, has sent commodity markets into a tailspin. The resulting sanctions have brought Russia to the brink of default on its international debt.Yet bankers and lawyers are glass-half-full types. In the past week, Amazon.com closed in on its deal to buy movie studio MGM, and Discovery (DISCA.O) tied up its merger with AT&T’s (T.N) WarnerMedia assets. And some acquirers’ cash coffers are spilling over just as valuations are coming down. Private equity has more than $3.4 trillion in dry powder, according to Bain & Company, while SPACs looking for targets have $190 billion in trust accounts, SPAC Research reckons.The regulatory environment is top of mind, evidenced by the Tulane keynote address coming from John Coates, formerly the Securities and Exchange Commission’s acting director for corporate finance. Yet even if corporate buyers are pushed to the sidelines, investment firms like Blackstone (BX.N) and Apollo Global Management (APO.N) will seize the moment, just as Elliott Management is doing with its interest, alongside partners, in Nielsen (NLSN.N), a video-ratings business now sporting an enterprise value of nearly $14 billion.It’s possible that the breakneck pace of deals over the past two years will slow. Whether it’s pestilence or war, however, bankers have a way of keeping the party going.Follow @thereallsl on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are her own.)CONTEXT NEWS- The Tulane Corporate Law Institute will hold its annual conference in New Orleans on March 17 and 18.Register now for FREE unlimited access to Reuters.comRegisterEditing by Richard Beales and Oliver TaslicOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","John Coates, Nielsen, Richard Beales, Blair Effron",reuters
50,3/21/2022,Tokyo gets helpful shove from unhelpful war,"The Japanese economy is feeling the fallout from the Russian invasion of Ukraine. But although rising import costs will sting, Prime Minister Fumio Kishida is making good use of the crisis so far.Japan, the world’s fifth-largest energy consumer in 2019, relies heavily on fossil fuels, a condition exacerbated by its decision to turn off most of its nuclear reactors after a tsunami caused a meltdown in 2011. That forced a pivot to natural gas, which together with coal and oil comprise nearly 90% of energy consumption. With supply constricted, Japanese buyers are now on the receiving end of skyrocketing import prices just when their economy was starting to turn a corner, a vulnerability exacerbated by sharp currency depreciation. The yen is now trading around 119 per dollar, a level not seen since 2016.Yet while official data showed energy prices popped 20.5% in February, overall consumer price inflation was a tepid 0.9% year-on-year. In fact Japan, by dint of its aging society and investments in efficiency, has become less energy-intense when it comes to driving growth, which is forecast to hit nearly 3% in the current fiscal year. It won’t feel a serious pinch from oil until prices exceed $150 per barrel, according to an analysis by HSBC. Equity investors aren’t panicking; the Topix index is down only 4% in 2022.Register now for FREE unlimited access to Reuters.comRegisterAs for the loss of the Russian market, the hit to roughly $8 billion worth of annual exports is manageable. Those consumers are a nice-to-have for brands like Uniqlo, but currency sanctions have made it a liability. Japanese bank exposure to Russia is less than $10 billion, per an analysis by CLSA.The natural gas crunch will accelerate Kishida’s push to re-open the country’s mothballed nuclear plants. That will alleviate the country’s dependence on imports and help it hit its carbon neutral target by 2050.This crisis has also given the government cover to start easing Covid-19 lockdown measures  read more  and reopen borders to tourism, which could ease the impact if foreign demand for Japanese exports plummets. Next might come more moves to upgrade the country’s defense industry’s innovation and export competitiveness.No matter how the war turns out, Japan still faces serious challenges: economic, demographic and now, military. The tragedy in Ukraine can prod Tokyo to focus on solving them.Under-inflated: Lower overall inflation helps Japan absorb high oil pricesFollow @petesweeneypro on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- Japan\'s core consumer prices, which exclude energy and fresh food, rose 0.6% in February, the fastest annual pace in two years, the government reported March 18. The reading would follow a 0.2% increase in January and mark the highest since February 2020.- The crisis in Ukraine could hurt Japan\'s economy by driving up the price households and companies pay for fuel and commodities, Bank of Japan board member Junko Nakagawa said on March 3. ""While energy and food prices may rise, such moves could weigh on Japan\'s economy if they hurt corporate profits and household income,"" he said. The country will not adjust its monetary policy or stimulus plans despite expectations of rising inflation.- Japan said on March 16 that it will lift Covid-19 restrictions imposed on Tokyo and 17 other prefectures as a wave of infections caused by the Omicron variant ebbs.Register now for FREE unlimited access to Reuters.comRegisterEditing by Robyn Mak and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Junko Nakagawa, Robyn Mak, Reuters.comRegisterAs, Fumio Kishida",reuters
51,3/22/2022,"On the Ukraine refugee crisis, watch Canada","Canada offers Western countries a path towards handling the fallout from the Ukraine refugee crisis. The country that claims to be the world’s second-largest Ukrainian diaspora has taken a firm stance by offering assistance to those fleeing war after Russia’s invasion of Ukraine. If Prime Minister Justin Trudeau’s policies prove successful, the country could pave the way for others to follow.European countries have scrambled to address the flight of more than 3.5 million Ukrainians caused by Russia’s invasion, with Poland and Romania thus far absorbing the highest influxes among neighboring countries. But Canada’s response stands out given its distance from the crisis. Last Thursday’s launch of an emergency travel scheme, under which Ukrainians and their immediate family members will be able to stay in Canada as temporary residents for up to three years, has received over 20,000 applications so far. Plans for a separate, permanent family reunification route are also underway.Across the border there’s less action, at least officially. While the United States is granting temporary deportation relief and work permits to an estimated 75,000 Ukrainians already in the country since March 1, it hasn’t done much formally for those currently in the Ukraine, reiterating  read more  that Europe should be the primary destination for refugees. U.S. President Joe Biden had raised the country’s 2022 fiscal year refugee cap to 125,000. Yet only seven Ukrainian refugees were resettled from March 1 to 16, per internal State Department data seen by Reuters.Register now for FREE unlimited access to Reuters.comRegisterWhen it comes to trade, the United States can land heavier blows on Russia through sanctions and the like. Canadian exports to Russia on a customs basis represented a negligible 0.1% of the country’s total merchandise exports to the world last year, while Russian imports made up 0.3% of all Canadian imports, according to Statistics Canada data.But Canada’s moves to welcome migrants are both significant and could be helpful to its own economy. Immigration accounts for almost 100% of Canada’s labor force growth, the government said last month. Canada is roughly a fifth of the way through its commitment to welcome at least 40,000 Afghan refugees, so challenges from housing to integration will be formidable. Helping out in a way that goes beyond aid and trade, however, sets a tone others can follow.Follow @sharonlamhk on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are their own.)CONTEXT NEWS- As of March 21, more than 3.5 million refugees have fled Ukraine since Feb. 24, according to estimates by the United Nations High Commissioner for Refugees. Of neighboring countries, Poland accounts for the largest share, followed by Romania.- Canada on March 17 announced the launch of the Canada-Ukraine authorization for emergency travel. Under the scheme, Ukrainians and their immediate family members of any nationality can stay in Canada as temporary residents for up to three years, while many of the regular requirements are waived.- “The war in Ukraine is so devastating that 10 million have fled — either displaced inside the country, or as refugees abroad,” UNHCR head Filippo Grandi tweeted on March 20.Register now for FREE unlimited access to Reuters.comRegisterEditing by John Foley and Pranav KiranOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Justin Trudeau, Filippo Grandi, Joe Biden, John Foley",reuters
52,3/25/2022,"Russian gas gets harder to buy, but easier to snub","Russian gas is getting harder to buy. President Vladimir Putin sent prices soaring on Wednesday by declaring that Europe should pay for imports of the hydrocarbon in roubles. The gambit could hasten severe economic pain for both Russia and Europe. It may also speed up the West’s plan to de-Russify its energy mix.In a narrow sense, propping up the rouble by forcibly stimulating foreign demand has some logic. Since the Kremlin ordered its troops to invade Ukraine on Feb. 24, Russia’s currency has slumped and Western sanctions have frozen hundreds of billions of dollars of Moscow’s reserves held abroad. But the deeper significance of Putin’s edict is threat escalation. If big European importers like Germany’s Uniper (UN01.DE) refuse to pay in roubles, he could cut off their gas.That would inflict pain in both directions. As Russia supplies over a third of Europe’s gas, turning off the taps would hit the bloc hard. But Moscow also rakes in up to 800 million euros a day from gas sales  read more , providing financial fuel for its war. Hitherto, the threat of mutually assured economic destruction has created an equilibrium.Register now for FREE unlimited access to Reuters.comRegisterIt may not last. U.S. President Joe Biden and his opposite number at the European Commission, Ursula von der Leyen, on Friday fleshed out Brussels’ “REPowerEU” plan to reshape its energy mix  read more . Biden’s pledge to export at least 15 billion cubic metres (bcm) of additional U.S. liquefied natural gas (LNG) to Europe this year should make Putin sit up.REPowerEU envisages Europe cutting 2022 Russian gas imports by two-thirds relative to 2021. That means replacing about a fifth of its 524 bcm of overall supply. Aside from hiking renewable energy and turning down thermostats, the biggest factor is a potential 50 bcm of additional LNG imports. Biden’s deal almost certainly underestimates how much extra the United States and peers can export, and Rystad Energy reckons the bloc can handle the load. In theory its terminals have capacity to turn 76 bcm of extra LNG back into usable gas.Biden and von der Leyen don’t have unlimited leverage. LNG is expensive, and REPowerEU requires European gas storage to be 80% full by November. Rystad fears that could require Europe to cut gas usage by 18% relative to 2021. Germany and Eastern Europe, both more reliant on Russian gas, would bear the brunt. Even so, Putin’s tough talk on roubles is on borrowed time.Follow @gfhay on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are their own.)CONTEXT NEWS- The European Union and United States unveiled a deal on March 25 to supply Europe with more U.S. liquefied natural gas (LNG).- In a joint statement, the United States committed to “strive to ensure, including working with international partners, additional LNG volumes for the EU market of at least 15 billion cubic metres in 2022, with expected increases going forward”.- EU member states will also try to ensure stable demand for additional U.S. LNG until at least 2030 to the tune of approximately 50 bcm per annum, on the understanding that the price formula of LNG supplies to the EU “reflects long-term market fundamentals”, the statement said.- Russia will seek payment in roubles for gas sold to “unfriendly” countries, President Vladimir Putin said on March 23.- “Russia will continue, of course, to supply natural gas in accordance with volumes and prices ... fixed in previously concluded contracts,” he said at a televised meeting with government ministers. “The changes will only affect the currency of payment, which will be changed to Russian roubles.”- German Economy Minister Robert Habeck called Putin’s demand a breach of contract. Other buyers of Russian gas echoed his stance.Register now for FREE unlimited access to Reuters.comRegisterEditing by Ed Cropley and Oliver TaslicOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","REPowerEU, von der, Vladimir Putin, Robert Habeck, Joe Biden, Putin, Ursula von der Leyen, Ed Cropley, de-Russify",reuters
